condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,total_days
2,15,23.0,45.92,1,9,0,1,0.10
1,15,61.0,8.88,2,1,0,1,0.28
1,1,75.0,48.33,1,9,0,1,0.35
3,13,101.0,13.65,1,9,2,2,0.35
1,25,101.0,24.97,0,1,0,2,3.07
1,43,82.0,33.56,0,1,0,2,0.72
0,13,1.0,8.01,0,1,1,2,0.25
2,12,37.0,13.42,1,9,0,2,0.07
1,38,66.0,44.48,2,1,0,2,1.01
1,43,36.0,15.92,0,1,0,2,2.07
1,43,86.0,35.31,0,1,0,1,10.00
1,1,74.0,38.17,0,7,0,2,4.06
3,22,10.0,47.82,1,9,2,4,0.58
0,1,53.0,35.36,0,1,1,2,0.22
0,1,8.0,7.13,0,1,1,1,3.28
0,13,50.0,16.13,0,1,1,2,0.24
1,42,14.000000000000002,41.35,1,9,0,2,9.10
0,15,37.0,12.38,1,9,1,1,2.07
0,1,5.0,41.51,0,1,1,2,2.07
1,43,87.0,30.35,0,1,0,4,1.21
2,5,73.0,32.05,1,9,0,1,0.14
0,40,80.0,29.46,0,7,1,1,1.31
1,1,72.0,25.18,2,1,0,2,2.24
2,1,74.0,26.78,1,9,0,2,0.16
1,31,4.0,13.89,0,1,0,2,0.74
3,1,25.0,18.66,1,9,2,1,0.08
2,15,30.0,16.14,0,7,1,1,0.48
0,1,75.0,17.95,2,1,1,2,0.26
2,1,36.0,5.39,1,9,1,1,0.10
2,26,24.0,45.83,0,1,0,1,0.22
2,1,56.99999999999999,5.21,2,9,0,1,1.06
0,15,9.0,44.71,2,9,1,1,1.07
2,1,27.0,31.59,2,4,1,1,0.48
1,43,47.0,12.39,1,9,0,2,0.32
0,15,60.0,7.98,2,1,1,1,0.42
2,30,57.99999999999999,9.78,2,9,0,1,5.06
3,5,60.0,22.57,2,9,2,1,0.56
0,1,34.0,25.9,0,7,1,2,1.06
2,40,88.0,32.12,1,9,1,1,0.18
1,19,65.0,47.84,0,1,0,2,0.56
2,12,59.0,8.67,1,9,0,2,4.10
1,38,49.0,40.06,1,9,0,2,2.08
0,43,18.0,44.26,0,1,1,1,0.33
0,38,63.0,29.99,2,4,1,2,9.61
2,43,68.0,6.86,1,9,1,2,0.22
0,1,48.0,19.16,0,1,1,1,3.25
3,39,68.0,17.72,1,9,2,1,0.10
2,15,20.0,32.78,0,1,1,1,0.23
2,15,93.0,30.32,0,1,1,1,0.22
0,15,31.0,10.11,1,9,1,1,0.25
2,21,93.0,37.49,2,9,1,1,2.07
0,12,27.0,43.04,2,1,1,2,13.25
3,1,81.0,43.19,2,9,2,1,2.06
2,1,16.0,35.19,2,4,0,1,0.19
1,15,9.0,17.59,0,1,0,1,1.95
1,30,2.0,11.88,2,1,0,1,0.25
0,43,7.000000000000001,31.35,0,1,1,2,0.65
0,15,96.0,43.96,2,1,1,1,1.11
1,12,89.0,12.84,0,1,0,2,1.07
0,43,53.0,49.49,0,1,1,1,2.08
0,15,27.0,33.74,2,1,1,1,0.32
0,15,34.0,45.0,0,7,1,1,1.63
1,1,63.0,48.49,0,1,0,2,1.09
0,30,34.0,19.42,0,7,1,1,3.52
0,38,4.0,48.09,0,7,1,2,7.08
1,20,19.0,43.55,2,9,0,1,1.06
2,1,77.0,11.89,1,9,0,2,0.44
0,43,41.0,18.37,0,1,1,1,0.44
0,9,45.0,11.49,1,9,1,1,7.10
2,12,47.0,43.58,1,9,1,2,0.47
2,34,67.0,18.31,2,1,0,2,0.32
2,1,63.0,12.37,2,9,1,1,1.07
0,5,65.0,16.0,0,1,1,1,0.25
0,12,93.0,6.71,0,7,1,2,13.17
0,43,17.0,16.29,0,7,1,2,2.18
0,7,26.0,48.31,0,1,1,2,5.08
1,1,3.0,9.57,2,1,0,1,0.35
2,15,61.0,25.07,2,4,0,1,3.06
2,23,64.0,18.19,2,9,0,1,4.07
2,30,84.0,11.11,1,9,1,1,0.10
0,43,11.0,36.32,0,1,1,2,0.74
0,12,75.0,15.33,2,1,1,2,0.77
2,38,37.0,15.37,0,1,0,2,2.07
2,15,17.0,24.1,2,4,1,1,0.12
1,15,67.0,8.17,2,1,0,1,0.25
1,43,56.00000000000001,35.68,0,7,0,2,8.86
0,43,100.0,49.72,2,4,1,2,2.06
0,17,31.0,7.72,0,1,1,1,8.08
1,1,13.0,29.52,0,1,0,1,0.41
0,43,56.99999999999999,48.98,0,1,1,2,1.10
2,1,23.0,26.68,1,9,0,1,0.11
1,9,4.0,18.46,0,1,0,1,0.33
0,15,13.0,42.46,2,1,1,1,0.87
2,30,101.0,7.45,1,9,0,1,0.12
1,43,59.0,27.82,0,1,0,2,9.39
3,38,31.0,41.14,1,9,2,4,2.09
0,22,48.0,10.3,0,1,1,2,1.10
0,40,66.0,29.69,0,1,1,1,0.57
1,1,67.0,49.98,0,1,0,1,0.34
1,19,23.0,14.5,1,9,0,2,0.65
1,38,46.0,25.72,0,1,0,2,0.29
0,1,78.0,42.63,0,7,1,2,11.55
3,12,24.0,21.49,1,9,2,1,0.07
0,7,38.0,7.23,0,1,1,2,10.09
1,1,16.0,47.65,2,1,0,1,1.32
1,1,12.0,7.07,1,9,0,1,0.44
1,1,57.99999999999999,7.78,0,1,0,1,0.23
1,38,84.0,44.41,2,1,0,2,5.09
2,1,36.0,23.79,2,9,0,1,0.39
0,1,61.0,26.06,0,1,1,1,0.38
0,1,90.0,38.26,1,9,1,2,2.07
1,1,62.0,24.82,0,1,0,2,3.11
2,9,70.0,24.1,2,2,0,1,0.08
0,43,49.0,28.17,0,1,1,4,2.15
1,12,79.0,6.87,0,1,0,2,2.07
1,1,98.0,49.62,0,1,0,1,4.08
0,1,99.0,14.16,0,7,1,2,2.08
2,12,34.0,47.96,0,7,0,2,1.06
0,12,71.0,23.89,0,1,1,2,8.16
2,43,90.0,10.98,1,9,0,2,2.57
1,33,81.0,6.84,1,9,0,2,2.08
0,15,101.0,49.1,0,1,1,1,0.26
1,22,71.0,13.56,0,1,0,2,1.20
2,1,81.0,27.68,1,9,0,1,0.15
1,43,82.0,42.56,0,7,0,2,5.09
0,15,21.0,9.31,2,9,1,1,5.20
1,1,84.0,45.02,0,1,0,2,0.65
1,13,85.0,16.21,0,1,0,2,2.08
1,1,67.0,36.8,0,7,0,2,8.07
0,38,53.0,34.86,1,9,1,2,4.06
0,15,92.0,13.28,0,1,1,1,2.15
0,42,43.0,48.7,0,1,1,2,0.23
1,38,38.0,47.32,0,1,0,2,3.08
0,15,80.0,29.89,2,9,1,1,3.07
3,12,48.0,26.17,2,4,2,4,2.06
1,1,12.0,12.71,0,1,0,2,2.07
0,1,57.99999999999999,26.54,0,1,1,2,0.25
0,12,24.0,38.88,2,1,1,2,4.21
0,3,34.0,17.98,1,9,1,1,0.92
2,5,10.0,30.71,2,9,1,1,0.30
0,38,41.0,27.18,0,1,1,2,1.13
0,39,47.0,30.17,0,1,1,1,2.10
2,7,7.000000000000001,43.86,0,7,0,2,0.58
1,1,46.0,10.21,2,1,0,1,0.99
2,25,33.0,28.88,2,9,1,1,3.07
0,5,46.0,18.15,0,7,1,2,2.08
1,5,88.0,14.66,0,1,0,2,2.10
1,5,71.0,49.86,1,9,0,2,1.39
1,30,14.000000000000002,44.04,1,9,0,1,9.22
1,43,49.0,33.46,0,1,0,2,2.10
3,12,92.0,6.81,2,4,2,4,3.06
0,34,88.0,37.16,0,1,1,2,0.48
2,1,31.0,11.72,0,8,0,2,1.11
0,42,89.0,26.2,0,1,1,2,2.07
0,5,76.0,25.04,1,9,1,2,1.15
2,12,90.0,21.28,0,7,0,2,10.07
1,15,32.0,17.41,2,9,0,1,1.07
0,1,40.0,13.99,0,7,1,2,5.25
1,28,94.0,37.3,2,1,0,1,0.74
0,38,67.0,25.48,0,7,1,2,2.09
2,15,82.0,18.02,0,1,0,1,0.27
1,30,96.0,44.58,0,1,0,1,0.29
3,1,93.0,39.08,2,4,2,0,1.06
2,23,6.0,49.71,2,2,0,1,0.31
0,43,89.0,25.74,0,1,1,2,1.24
2,1,99.0,10.06,1,9,1,2,2.10
1,12,38.0,18.14,0,1,0,2,2.19
0,12,27.0,10.02,0,7,1,2,1.21
2,44,49.0,32.76,1,9,1,2,0.23
2,17,69.0,49.56,1,9,1,1,0.25
0,38,45.0,28.9,1,9,1,2,2.06
1,15,30.0,10.08,0,7,0,1,0.23
1,1,71.0,24.16,0,1,0,2,2.07
1,13,39.0,27.58,0,7,0,2,2.08
0,38,10.0,22.18,1,9,1,2,7.50
0,43,82.0,20.51,1,9,1,2,4.50
2,12,86.0,13.12,1,9,1,2,0.44
1,43,22.0,19.56,0,7,0,2,1.07
1,15,75.0,44.21,0,1,0,1,0.25
1,15,89.0,46.44,0,1,0,1,0.57
0,1,79.0,32.59,2,1,1,1,0.25
0,15,13.0,43.58,0,1,1,1,1.21
0,1,4.0,6.15,0,1,1,2,0.34
1,13,27.0,35.19,0,1,0,2,5.12
3,5,66.0,7.11,2,4,2,1,0.12
2,38,39.0,15.12,1,9,1,2,0.76
1,1,45.0,12.26,1,9,0,1,15.94
2,1,56.99999999999999,27.02,1,9,1,2,3.12
1,46,15.0,19.74,0,1,0,1,0.81
0,1,95.0,10.26,2,1,1,1,0.48
2,1,86.0,29.62,0,7,1,2,0.64
0,1,53.0,14.38,2,9,1,1,5.05
2,15,6.0,13.69,1,9,1,1,0.17
1,1,49.0,41.53,0,1,0,2,0.48
0,43,62.0,40.56,0,1,1,2,0.62
0,44,3.0,7.5,0,1,1,2,2.08
0,33,34.0,5.14,1,9,1,2,1.13
1,30,38.0,48.86,0,1,0,1,8.13
0,38,95.0,12.33,0,7,1,2,6.80
0,9,84.0,33.43,0,1,1,1,0.28
1,43,61.0,46.2,0,1,0,2,7.07
2,1,45.0,45.34,2,4,1,1,0.10
0,15,34.0,47.16,0,1,1,1,0.40
0,43,68.0,7.42,2,4,1,1,2.08
0,15,86.0,17.31,0,1,1,1,0.33
1,12,23.0,30.6,0,1,0,2,0.92
1,30,37.0,18.41,0,1,0,1,0.32
2,1,53.0,10.98,0,7,1,2,10.06
0,43,52.0,47.45,0,7,1,2,3.06
2,38,26.0,39.36,0,1,0,2,1.11
1,44,59.0,15.02,0,7,0,2,2.08
0,29,28.999999999999996,17.93,0,7,1,1,1.07
0,15,22.0,47.07,0,7,1,1,1.55
1,1,91.0,21.51,0,7,0,2,0.82
1,15,69.0,22.68,0,1,0,1,0.30
3,12,36.0,20.61,2,4,2,4,1.06
2,43,43.0,32.97,0,7,0,2,2.06
1,1,43.0,5.29,0,1,0,2,1.07
2,1,28.000000000000004,15.7,1,9,0,1,0.14
1,1,87.0,47.67,0,1,0,2,0.37
1,30,31.0,33.51,0,1,0,1,0.31
1,1,82.0,46.12,0,7,0,2,1.06
2,12,100.0,44.44,1,9,0,2,2.09
1,43,40.0,22.84,0,1,0,2,7.07
0,5,6.0,26.55,0,1,1,2,0.65
2,43,22.0,41.14,1,9,0,1,0.10
1,36,75.0,43.01,0,7,0,2,4.97
2,1,41.0,33.94,2,4,0,1,0.37
1,1,69.0,47.38,0,7,0,2,2.08
1,1,33.0,34.3,0,1,0,2,1.67
2,21,37.0,21.07,0,1,1,1,0.21
1,19,83.0,28.1,0,1,0,2,2.12
2,1,34.0,41.99,1,9,0,1,0.19
2,15,73.0,37.77,1,9,0,1,0.14
2,1,31.0,6.47,1,9,1,1,0.15
1,38,22.0,40.29,0,1,0,2,1.07
1,30,40.0,46.96,2,1,0,1,7.12
1,42,56.00000000000001,31.51,1,9,0,2,4.07
2,1,22.0,22.6,0,7,0,2,2.05
0,43,67.0,24.45,0,1,1,2,1.07
0,1,98.0,19.0,0,1,1,1,1.20
0,15,75.0,33.16,1,9,1,1,2.12
0,1,7.000000000000001,48.85,0,1,1,2,2.07
1,44,71.0,43.57,0,7,0,2,3.05
3,30,2.0,40.81,1,9,2,1,0.12
2,39,85.0,5.12,2,9,1,1,1.07
1,15,17.0,7.58,2,1,0,1,0.24
0,7,81.0,14.52,0,1,1,2,1.08
0,42,42.0,23.01,2,1,1,2,0.23
0,39,92.0,30.11,2,1,1,1,0.28
2,40,46.0,46.7,2,9,1,1,0.39
2,5,90.0,41.73,2,9,0,1,1.05
3,15,3.0,48.4,1,9,2,1,0.12
0,1,50.0,29.54,0,1,1,2,0.73
0,43,72.0,48.08,0,7,1,2,1.56
3,12,33.0,41.07,2,4,2,4,1.06
2,38,10.0,46.51,0,7,0,2,0.95
1,42,49.0,44.86,0,1,0,2,0.34
0,5,2.0,32.43,0,7,1,2,6.06
1,1,82.0,11.71,1,9,0,2,8.57
2,19,30.0,19.12,0,7,1,2,1.56
1,1,6.0,20.34,0,7,0,2,0.64
2,1,36.0,40.7,2,9,0,1,0.36
1,10,66.0,19.03,0,1,0,2,1.07
0,16,75.0,23.47,1,9,1,2,10.08
1,1,68.0,39.25,0,1,0,1,10.10
2,30,40.0,6.63,2,2,0,1,0.17
2,43,8.0,14.46,0,1,0,0,1.08
1,5,23.0,34.84,2,1,0,1,0.26
1,43,36.0,28.52,0,1,0,1,0.74
1,43,47.0,12.17,1,9,0,2,0.35
2,1,13.0,14.51,1,9,0,2,6.91
2,12,89.0,31.51,0,1,1,4,0.72
3,5,43.0,9.96,1,9,2,1,0.12
0,12,100.0,30.98,0,1,1,2,2.07
2,36,47.0,43.42,0,7,0,2,1.06
0,9,76.0,31.81,1,9,1,1,0.82
0,22,72.0,21.92,0,1,1,2,1.11
3,29,18.0,43.53,1,9,2,4,0.56
2,43,89.0,42.35,1,9,0,1,0.18
1,1,28.000000000000004,48.26,0,1,0,2,0.25
1,30,49.0,43.74,0,7,0,1,0.35
0,30,61.0,29.28,2,4,1,1,11.92
1,12,80.0,16.15,0,1,0,2,1.14
0,5,62.0,32.07,0,1,1,1,2.32
2,1,20.0,45.99,0,7,0,2,1.72
1,38,43.0,44.17,0,1,0,2,0.92
0,1,21.0,46.56,2,1,1,1,0.31
2,1,50.0,38.51,2,4,1,2,3.08
2,1,76.0,5.36,1,9,1,1,0.11
1,30,23.0,37.75,0,1,0,1,3.59
2,38,51.0,8.81,0,7,0,2,3.56
1,15,86.0,28.25,0,7,0,1,19.90
2,1,71.0,30.99,1,9,1,2,1.56
0,38,96.0,17.68,0,7,1,2,5.73
0,38,75.0,21.7,0,1,1,2,2.07
2,2,73.0,14.38,1,9,1,2,0.22
0,5,8.0,36.52,2,1,1,1,0.52
1,38,75.0,46.69,0,7,0,2,4.84
0,1,14.000000000000002,44.41,0,7,1,2,5.71
0,43,71.0,27.1,0,1,1,2,0.22
1,42,31.0,38.88,2,1,0,2,0.24
2,20,3.0,31.83,0,1,0,2,6.08
2,1,51.0,9.06,2,4,1,2,0.18
1,23,26.0,44.88,2,1,0,1,0.46
0,1,43.0,6.43,2,1,1,2,7.08
3,12,90.0,48.75,2,4,2,4,2.06
2,35,15.0,20.15,1,9,1,1,0.17
1,38,51.0,37.79,0,1,0,2,1.08
1,7,68.0,18.03,2,1,0,2,11.69
2,1,7.000000000000001,40.63,1,9,1,2,10.07
0,19,21.0,47.0,0,7,1,2,0.89
1,1,100.0,49.78,0,1,0,2,0.79
1,15,25.0,30.62,2,9,0,1,1.06
1,12,81.0,16.2,0,1,0,2,1.07
1,1,12.0,47.36,0,1,0,1,0.43
1,30,7.000000000000001,25.8,0,1,0,1,0.25
3,12,27.0,40.52,2,4,2,4,1.06
0,1,11.0,35.39,0,1,1,2,1.08
2,28,5.0,29.93,2,4,0,1,0.14
1,31,98.0,16.42,0,1,0,2,2.10
1,1,80.0,8.3,0,1,0,2,0.48
1,38,40.0,31.14,2,1,0,2,3.41
2,38,28.000000000000004,20.61,1,9,1,2,5.10
2,23,40.0,15.05,1,9,0,1,0.19
1,34,10.0,47.17,0,1,0,2,1.07
1,1,76.0,44.17,0,1,0,2,1.07
1,31,40.0,15.17,0,1,0,2,1.67
1,30,9.0,37.89,0,1,0,1,2.14
1,1,28.000000000000004,30.52,1,9,0,1,2.10
0,5,38.0,18.53,1,9,1,1,0.86
0,15,20.0,27.7,0,1,1,1,0.25
0,1,95.0,27.37,0,1,1,2,1.10
0,39,99.0,22.28,0,1,1,1,2.08
3,20,96.0,16.43,2,2,2,1,0.06
0,15,52.0,29.44,1,9,1,1,2.21
2,5,44.0,24.6,0,7,0,2,2.06
1,38,82.0,17.75,0,7,0,2,2.31
0,5,91.0,19.47,0,1,1,1,0.27
2,12,87.0,36.04,1,9,1,2,0.48
2,1,40.0,30.07,2,9,0,1,0.32
0,12,66.0,34.04,0,1,1,2,1.07
1,38,60.0,8.6,0,1,0,2,7.86
0,1,78.0,15.46,0,7,1,2,1.06
2,43,74.0,6.95,1,9,1,0,1.07
1,1,76.0,22.26,0,1,0,2,0.24
2,30,68.0,16.76,1,9,0,1,2.06
1,43,53.0,23.34,2,1,0,1,0.65
0,21,85.0,45.57,0,1,1,1,0.59
1,34,7.000000000000001,15.7,1,9,0,2,0.24
1,15,25.0,22.06,0,1,0,1,0.37
1,33,93.0,47.31,2,1,0,2,0.38
2,30,80.0,39.62,1,9,1,1,0.13
0,43,75.0,26.45,0,1,1,2,2.08
2,1,27.0,25.16,0,1,1,2,2.19
2,43,1.0,21.09,2,4,0,1,10.07
1,38,63.0,26.49,0,1,0,2,1.56
0,43,41.0,9.11,0,7,1,2,2.08
1,44,69.0,15.29,0,1,0,2,0.23
2,1,97.0,28.19,0,7,1,2,1.06
1,12,32.0,12.65,2,1,0,2,0.24
0,28,10.0,24.1,2,9,1,1,1.12
1,42,77.0,24.3,0,1,0,2,2.07
0,42,80.0,48.49,1,9,1,2,3.09
1,1,14.000000000000002,17.5,2,1,0,2,3.27
1,30,83.0,17.51,0,7,0,1,4.87
3,12,89.0,8.15,2,4,2,4,0.55
0,13,38.0,43.59,0,1,1,2,3.08
0,12,71.0,45.46,0,1,1,2,0.27
1,30,10.0,35.97,0,1,0,1,0.36
1,1,64.0,18.83,2,9,0,1,2.06
2,15,75.0,18.63,1,9,1,1,1.05
0,43,81.0,12.07,0,1,1,2,5.09
2,15,30.0,38.37,1,9,1,1,0.09
2,1,30.0,46.32,1,9,0,1,0.14
1,1,66.0,24.38,0,7,0,2,3.06
2,9,5.0,20.42,2,9,0,1,2.06
1,21,62.0,29.05,2,1,0,1,0.27
0,13,1.0,37.23,0,1,1,2,2.29
1,43,61.0,18.62,1,9,0,2,5.55
0,1,38.0,33.62,2,1,1,1,0.32
1,1,28.000000000000004,42.94,0,1,0,2,5.07
1,2,32.0,21.18,0,1,0,2,0.57
1,38,76.0,8.15,0,7,0,2,4.95
1,30,61.0,31.21,2,2,0,1,3.08
1,38,73.0,42.19,0,1,0,2,1.07
1,12,69.0,33.22,0,7,0,2,11.27
0,43,76.0,23.41,0,7,1,2,2.07
1,1,24.0,28.01,1,9,0,2,0.74
2,5,60.0,28.52,2,4,1,1,0.14
0,12,36.0,7.99,1,9,1,2,10.10
2,15,49.0,46.29,1,9,1,1,0.58
1,1,26.0,30.67,0,7,0,2,2.59
2,38,83.0,17.97,1,9,1,2,9.07
2,38,20.0,27.63,0,7,0,2,0.81
1,38,44.0,29.05,2,1,0,2,0.22
0,13,66.0,43.74,0,7,1,2,2.46
2,15,23.0,40.56,1,9,1,1,0.10
3,29,94.0,13.52,1,9,2,1,0.10
2,1,61.0,20.54,1,9,1,2,3.06
2,5,56.00000000000001,42.58,2,9,1,1,0.39
1,1,22.0,48.04,1,9,0,2,13.07
2,43,60.0,43.14,1,9,1,2,0.74
0,43,41.0,25.0,0,7,1,2,4.92
3,15,55.00000000000001,10.29,2,2,2,1,0.10
0,17,25.0,42.16,2,9,1,1,2.06
0,25,44.0,31.4,1,9,1,2,2.12
1,38,88.0,47.17,0,1,0,2,1.57
1,42,49.0,33.79,0,7,0,2,0.89
1,15,47.0,31.8,1,9,0,1,8.08
3,25,68.0,29.41,2,9,2,1,0.32
0,12,64.0,23.67,0,1,1,2,0.56
2,38,90.0,37.85,0,7,1,2,1.06
1,1,83.0,24.94,0,7,0,2,0.81
2,30,28.000000000000004,33.37,2,9,1,1,2.06
0,43,16.0,41.67,0,7,1,2,8.06
2,43,14.000000000000002,32.87,1,9,1,2,5.07
0,17,92.0,16.88,1,9,1,1,0.41
3,12,33.0,37.97,0,3,2,4,1.06
2,42,99.0,25.83,1,9,1,2,0.59
2,12,92.0,44.95,0,7,1,2,2.06
1,22,101.0,16.63,0,7,0,2,0.74
1,12,20.0,22.25,0,1,0,2,0.21
3,31,22.0,5.17,2,4,2,4,1.06
2,43,61.0,5.48,0,7,0,2,0.56
0,38,4.0,32.4,0,1,1,2,0.40
1,9,60.0,29.9,0,1,0,1,0.29
0,13,57.99999999999999,17.85,0,1,1,2,1.68
2,1,19.0,20.7,0,7,0,2,5.06
0,12,10.0,48.77,0,1,1,2,1.07
1,1,56.99999999999999,11.44,0,1,0,1,0.27
1,43,40.0,9.23,2,4,0,1,4.12
0,15,52.0,16.0,2,1,1,1,0.32
3,12,2.0,22.23,2,4,2,4,1.06
2,35,82.0,19.46,0,1,1,1,0.76
2,34,65.0,12.69,2,2,0,2,0.08
0,39,80.0,18.96,0,1,1,1,1.21
0,39,38.0,28.66,2,1,1,1,0.27
1,46,10.0,29.3,2,1,0,1,0.41
2,38,56.99999999999999,31.84,0,7,0,2,0.27
1,12,77.0,14.64,0,1,0,2,1.65
0,43,70.0,45.58,1,9,1,2,2.88
2,12,73.0,15.05,0,1,0,2,0.99
0,22,75.0,9.96,0,7,1,2,1.85
2,38,98.0,42.22,0,7,1,2,2.33
2,1,76.0,34.53,0,1,1,2,0.28
3,17,28.999999999999996,34.16,1,9,2,4,1.06
0,12,98.0,22.87,0,7,1,1,2.10
3,12,32.0,21.06,2,4,2,4,0.55
0,38,24.0,25.76,0,7,1,2,1.06
2,12,5.0,30.0,2,4,1,2,2.06
2,30,84.0,47.14,1,9,0,1,0.12
0,1,23.0,36.05,0,1,1,1,0.92
1,23,14.000000000000002,8.55,0,1,0,1,0.53
2,1,16.0,7.96,1,9,0,1,0.15
0,43,20.0,36.92,0,7,1,2,6.94
3,12,34.0,17.87,2,4,2,4,1.06
3,1,57.99999999999999,37.4,1,9,2,1,0.06
1,12,91.0,15.4,0,1,0,2,0.26
0,1,89.0,23.3,1,9,1,2,3.21
3,9,96.0,13.78,1,9,2,1,0.10
0,1,32.0,6.39,0,1,1,2,3.07
0,1,81.0,25.51,2,1,1,2,9.25
0,19,66.0,27.15,1,9,1,2,5.09
0,25,14.000000000000002,18.3,1,9,1,2,10.07
0,1,57.99999999999999,17.95,1,9,1,2,1.31
0,15,49.0,15.19,0,1,1,1,0.45
1,43,28.999999999999996,35.08,0,1,0,2,6.07
3,1,8.0,10.16,2,2,2,1,0.14
0,1,20.0,29.57,0,1,1,2,0.22
0,5,50.0,23.86,2,1,1,2,1.35
1,38,8.0,42.26,0,7,0,2,7.51
2,1,87.0,44.53,1,9,1,2,0.27
2,17,71.0,28.45,0,1,1,1,0.32
2,28,56.99999999999999,13.39,1,9,1,1,1.06
1,1,48.0,5.1,0,1,0,1,8.08
0,1,15.0,37.3,0,1,1,2,2.08
0,1,56.00000000000001,11.83,2,4,1,2,15.07
2,43,63.0,42.79,1,9,0,2,1.10
0,43,17.0,30.01,0,1,1,2,0.75
3,38,65.0,41.87,1,9,2,2,0.17
1,13,24.0,43.85,0,7,0,2,0.48
3,1,57.99999999999999,44.58,2,4,2,4,1.06
2,43,99.0,5.12,1,9,0,2,2.16
1,43,43.0,20.98,0,1,0,2,2.20
0,17,13.0,17.68,0,1,1,1,1.17
1,15,26.0,23.49,0,1,0,1,0.92
1,9,87.0,38.9,2,1,0,1,0.38
0,28,48.0,20.65,0,1,1,1,1.07
0,1,51.0,37.31,0,1,1,1,0.49
2,15,25.0,9.65,2,9,1,1,2.06
0,7,47.0,22.65,0,1,1,2,0.53
1,1,77.0,16.26,0,1,0,2,4.08
2,15,82.0,19.11,2,9,1,1,2.07
2,43,83.0,24.01,1,9,0,2,0.22
2,28,85.0,48.86,1,9,1,1,0.14
1,43,81.0,23.36,0,1,0,2,2.07
1,15,85.0,42.4,2,9,0,1,2.08
1,1,75.0,17.39,0,7,0,2,2.58
1,45,88.0,17.9,0,1,0,2,6.07
2,38,67.0,35.62,1,9,0,2,1.39
3,1,72.0,24.55,1,9,2,1,0.11
2,42,59.0,15.72,0,7,0,2,11.06
1,38,32.0,18.65,1,9,0,2,6.64
2,21,9.0,23.48,2,2,0,1,0.24
2,30,60.0,29.01,0,1,0,1,0.27
1,30,78.0,42.88,1,9,0,1,2.08
1,13,9.0,36.91,0,1,0,2,1.71
2,11,11.0,17.43,0,7,1,2,2.06
2,15,99.0,11.72,1,9,1,1,0.24
2,43,30.0,37.09,1,9,0,1,0.14
1,15,30.0,22.04,1,9,0,1,16.11
0,5,33.0,5.95,0,1,1,2,2.08
2,12,63.0,24.14,0,7,0,2,8.08
3,1,49.0,38.12,2,4,2,4,2.06
2,38,95.0,37.08,2,4,1,2,2.06
0,30,31.0,32.09,0,1,1,1,1.25
1,38,18.0,14.52,0,1,0,2,2.09
0,17,73.0,24.69,0,1,1,1,1.09
1,5,5.0,8.47,0,1,0,1,0.32
1,43,97.0,14.11,1,9,0,2,9.07
0,42,19.0,41.09,0,7,1,2,7.12
0,15,45.0,20.41,0,1,1,1,1.15
0,15,72.0,18.0,1,9,1,1,7.20
1,42,34.0,43.42,0,7,0,2,12.07
2,31,69.0,13.77,0,1,1,2,2.08
0,38,13.0,44.65,0,1,1,2,1.65
0,28,55.00000000000001,36.03,0,1,1,1,11.42
0,15,78.0,38.38,1,9,1,1,0.37
0,17,24.0,13.12,2,1,1,1,8.35
0,40,42.0,42.59,0,1,1,1,1.19
0,17,19.0,44.81,0,7,1,1,14.06
1,26,70.0,21.5,2,4,0,1,7.23
0,38,82.0,48.18,0,1,1,2,0.24
1,19,12.0,7.01,0,1,0,2,7.48
0,17,79.0,33.23,0,1,1,1,2.12
0,1,18.0,32.45,0,1,1,2,0.22
2,1,79.0,16.53,1,9,0,2,0.89
1,9,54.0,32.63,2,1,0,1,0.60
1,1,70.0,45.58,0,1,0,2,0.99
0,9,55.00000000000001,32.42,0,1,1,1,0.90
0,12,3.0,12.69,1,9,1,2,2.07
1,43,42.0,41.43,0,1,0,1,3.36
1,12,19.0,48.97,1,9,0,2,1.07
1,20,76.0,33.06,0,1,0,2,0.39
1,5,92.0,39.75,1,9,0,2,2.23
2,40,15.0,19.06,2,4,1,1,0.18
3,21,2.0,20.28,1,9,2,1,0.07
0,43,60.0,36.54,0,7,1,2,2.06
1,43,37.0,38.69,1,9,0,2,12.84
2,15,63.0,43.82,2,9,1,1,1.05
1,1,35.0,26.51,0,1,0,2,6.05
0,1,20.0,44.4,2,1,1,1,0.28
0,43,73.0,34.56,0,1,1,2,1.07
1,44,30.0,17.36,0,1,0,2,6.24
0,1,49.0,11.58,0,7,1,2,3.07
1,31,28.999999999999996,12.46,0,7,0,2,1.31
2,15,93.0,5.84,1,9,0,1,0.38
3,12,71.0,24.0,2,4,2,4,1.06
3,1,68.0,15.14,1,9,2,2,0.14
1,30,43.0,11.05,2,1,0,1,5.65
0,1,48.0,16.88,0,1,1,2,2.08
1,31,80.0,6.23,0,7,0,2,3.06
1,38,94.0,22.55,0,1,0,2,1.07
2,43,2.0,32.92,1,9,0,2,0.12
0,22,37.0,11.5,0,1,1,2,0.41
1,44,83.0,22.38,1,9,0,2,1.07
0,12,35.0,26.57,0,7,1,2,0.40
3,21,33.0,37.4,1,9,2,1,0.08
2,25,19.0,7.13,1,9,0,2,0.49
0,38,3.0,35.73,0,1,1,2,2.20
2,9,89.0,45.44,2,9,1,1,0.56
2,5,67.0,7.27,2,4,0,1,2.06
1,15,84.0,13.49,0,1,0,1,0.37
